building_id,start_hour
G04000109_317129,840
G04000109_317129,2352
G04000109_317129,6720
G04000109_317129,4872
G04000109_317129,2184
G04000109_317129,336
G04000109_317129,168
G04000109_317129,4536
G04000109_317129,8400
G04000109_317129,7224
G04000109_317129,6048
G04000109_317129,3360
G04000109_317129,3528
G04000109_317129,7728
G04000109_317129,7896
G04000109_317129,3696
G04000109_317129,7056
G04000109_317129,6384
G04000109_317129,5376
G04000109_317129,2856
G04000109_317129,1512
G04000109_317129,6216
G04000109_317129,1176
G04000109_317129,2688
G04000109_317129,1344
G04000109_317129,1008
G04000109_317129,7392
G04000109_317129,5880
G04000109_317129,0
G04000109_317129,5544
G04000109_317129,6888
G04000109_317129,6552
G04000109_317129,3192
G04000109_317129,5712
G04000109_317129,4704
G04000109_317129,1680
G04000109_317129,3024
G04000109_317129,3864
G04000109_334778,672
G04000109_334778,5208
G04000109_334778,2352
G04000109_334778,2016
G04000109_334778,2856
G04000109_334778,168
G04000109_334778,6384
G04000109_334778,2688
G04000109_334778,1848
G04000109_334778,3360
G04000109_334778,7560
G04000109_334778,3024
G04000109_334778,5544
G04000109_334778,6720
G04000109_334778,8232
G04000109_334778,504
G04000109_334778,3528
G04000109_334778,7056
G04000109_334778,4704
G04000109_334778,6552
G04000109_334778,1680
G04000109_334778,4032
G04000109_334778,0
G04000109_334778,6048
G04000109_334778,5376
G04000109_334778,4200
G04000109_334778,840
G04000109_334778,7224
G04000109_334778,1176
G04000109_334778,5040
G04000109_334778,4872
G04000109_334778,8568
G04000109_334778,4368
G04000109_334778,7728
G04000109_334778,1008
G04000109_334778,2520
G04000109_334778,2184
G04000109_334778,3696
G04000109_334778,6888
G04000109_334778,7896
G04000109_334778,3192
G04000109_334778,8064
G04000109_334778,1344
G04000109_334778,4536
G04000109_334778,8400
G04000109_334778,5880
G04000109_334778,6216
G04000109_334778,3864
G04000109_334778,336
G04000109_334778,5712
G04000109_343098,5208
G04000109_343098,4872
G04000109_343098,6552
G04000109_343098,7224
G04000109_343098,5880
G04000109_343098,5544
G04000109_343098,2520
G04000109_343098,3864
G04000109_343098,8064
G04000109_343098,2352
G04000109_343098,4368
G04000109_343098,1512
G04000109_343098,840
G04000109_343098,1680
G04000109_343098,7392
G04000109_343098,7560
G04000109_343098,6216
G04000109_343098,4032
G04000109_343098,7896
G04000109_343098,4704
G04000109_343098,0
G04000109_343098,5040
G04000109_343098,6720
G04000109_343098,1344
G04000109_343098,7056
G04000109_343098,3024
G04000109_343098,2016
G04000109_343098,504
G04000109_343098,6048
G04000109_343098,3192
G04000109_343098,2184
G04000109_343098,3360
G04000109_343098,7728
G04000109_343098,4536
G04000109_343098,1008
G04000109_343098,336
G04000109_343098,6384
G04000109_343098,1848
G04000109_343098,2688
G04000109_343098,1176
G04000109_343098,168
G04000109_343098,8400
G04000109_343098,5712
G04000109_343098,8568
G04000109_343098,5376
G04000109_343098,6888
G04000109_343098,3696
G04000109_343098,8232
G04000109_343098,672
G04000109_343098,2856
G04000123_157833,168
G04000123_157833,7728
G04000123_157833,7392
G04000123_157833,5208
G04000123_157833,8400
G04000123_157833,8064
G04000123_157833,672
G04000123_157833,6216
G04000123_157833,7560
G04000123_157833,7896
G04000123_157833,6384
G04000123_157833,2856
G04000123_157833,5040
G04000123_157833,8232
G04000123_157833,504
G04000123_157833,5544
G04000123_157833,1176
G04000123_157833,3696
G04000123_157833,1680
G04000123_157833,5712
G04000123_157833,1512
G04000123_157833,336
G04000123_157833,5376
G04000123_157833,840
G04000123_157833,3864
G04000123_157833,6720
G04000123_157833,2520
G04000123_157833,2688
G04000123_157833,1008
G04000123_157833,3528
G04000123_157833,2352
G04000123_157833,4704
G04000123_157833,4872
G04000123_157833,3360
G04000123_157833,4536
G04000123_157833,2184
G04000123_157833,3024
G04000123_157833,6888
G04000123_157833,0
G04000123_157833,8568
G04000123_157833,4200
G04000123_157833,3192
G04000123_157833,6048
G04000123_157833,6552
G04000123_157833,1848
G04000123_157833,7224
G04000123_157833,4032
G04000123_157833,7056
G04000123_157833,4368
G04000123_157833,2016
G04000123_220105,3696
G04000123_220105,168
G04000123_220105,6552
G04000123_220105,7056
G04000123_220105,7224
G04000123_220105,8568
G04000123_220105,336
G04000123_220105,3360
G04000123_220105,6384
G04000123_220105,8064
G04000123_220105,4704
G04000123_220105,8232
G04000123_220105,6048
G04000123_220105,2016
G04000123_220105,672
G04000123_220105,3024
G04000123_220105,5712
G04000123_220105,840
G04000123_220105,3864
G04000123_220105,4368
G04000123_220105,2184
G04000123_220105,8400
G04000123_220105,5040
G04000123_220105,5376
G04000123_220105,1680
G04000123_220105,3192
G04000123_220105,2856
G04000123_220105,2688
G04000123_220105,3528
G04000123_220105,6720
G04000123_220105,7896
G04000123_220105,1344
G04000123_220105,6216
G04000123_220105,1176
G04000123_220105,7728
G04000123_220105,5880
G04000123_220105,504
G04000123_220105,4872
G04000123_220105,5544
G04000123_220105,1848
G04000123_220105,2352
G04000123_220105,4536
G04000123_220105,1008
G04000123_220105,0
G04000123_220105,6888
G04000123_220105,1512
G04000123_220105,2520
G04000123_220105,4200
G04000123_220105,5208
G04000123_220105,4032
G04000123_236745,2856
G04000123_236745,1680
G04000123_236745,336
G04000123_236745,8400
G04000123_236745,7560
G04000123_236745,168
G04000123_236745,7896
G04000123_236745,3192
G04000123_236745,8064
G04000123_236745,4200
G04000123_236745,6384
G04000123_236745,2688
G04000123_236745,1008
G04000123_236745,6888
G04000123_236745,6216
G04000123_236745,4536
G04000123_236745,1176
G04000123_236745,5544
G04000123_236745,3864
G04000123_236745,7224
G04000123_236745,1848
G04000123_236745,5376
G04000123_236745,2520
G04000123_236745,2016
G04000123_236745,5040
G04000123_236745,6048
G04000123_236745,0
G04000123_236745,3696
G04000123_236745,3024
G04000123_236745,5208
G04000123_236745,4704
G04000123_236745,7392
G04000123_236745,5880
G04000123_236745,7056
G04000123_236745,504
G04000123_236745,6552
G04000123_236745,4872
G04000123_236745,8232
G04000123_236745,8568
G04000123_236745,6720
G04000123_236745,4368
G04000123_236745,672
G04000123_236745,2184
G04000123_236745,7728
G04000123_236745,4032
G04000123_236745,2352
G04000123_236745,1512
G04000123_236745,1344
G04000123_236745,840
G04000123_236745,5712
G04000123_237769,1008
G04000123_237769,7392
G04000123_237769,5712
G04000123_237769,3696
G04000123_237769,672
G04000123_237769,2016
G04000123_237769,7728
G04000123_237769,5040
G04000123_237769,1680
G04000123_237769,2352
G04000123_237769,3024
G04000123_237769,1512
G04000123_237769,6552
G04000123_237769,4704
G04000123_237769,6720
G04000123_237769,3192
G04000123_237769,3864
G04000123_237769,5544
G04000123_237769,8568
G04000123_237769,1176
G04000123_237769,7560
G04000123_237769,7896
G04000123_237769,5208
G04000123_237769,0
G04000123_237769,2520
G04000123_237769,336
G04000123_237769,5880
G04000123_237769,7224
G04000123_237769,8232
G04000123_237769,4368
G04000123_237769,5376
G04000123_237769,2856
G04000123_237769,6384
G04000123_237769,3528
G04000123_237769,8400
G04000123_237769,8064
G04000123_237769,2184
G04000123_237769,3360
G04000123_237769,4032
G04000123_237769,2688
G04000123_237769,504
G04000123_237769,1848
G04000123_237769,4872
G04000123_237769,1344
G04000123_237769,4536
G04000123_237769,6888
G04000123_237769,840
G04000123_237769,168
G04000123_237769,7056
G04000123_237769,6048
G04000123_259145,5544
G04000123_259145,1512
G04000123_259145,4872
G04000123_259145,1344
G04000123_259145,5712
G04000123_259145,4704
G04000123_259145,4368
G04000123_259145,6888
G04000123_259145,5880
G04000123_259145,840
G04000123_259145,2352
G04000123_259145,8400
G04000123_259145,7728
G04000123_259145,5376
G04000123_259145,3360
G04000123_259145,0
G04000123_259145,7392
G04000123_259145,2688
G04000123_259145,336
G04000123_259145,3696
G04000123_259145,2184
G04000123_259145,2856
G04000123_259145,1848
G04000123_259145,6720
G04000123_259145,3024
G04000123_259145,5040
G04000123_259145,504
G04000123_259145,7896
G04000123_259145,5208
G04000123_259145,3528
G04000123_259145,4536
G04000123_259145,6552
G04000123_259145,7056
G04000123_259145,2520
G04000123_259145,672
G04000123_259145,2016
G04000123_259145,4200
G04000123_259145,4032
G04000123_259145,6048
G04000123_259145,7224
G04000123_259145,168
G04000123_259145,6216
G04000123_259145,1008
G04000123_259145,3192
G04000123_259145,8568
G04000123_259145,1176
G04000123_259145,7560
G04000123_259145,8064
G04000123_259145,6384
G04000123_259145,1680
G04000123_308666,672
G04000123_308666,6720
G04000123_308666,7392
G04000123_308666,5712
G04000123_308666,6552
G04000123_308666,3024
G04000123_308666,2352
G04000123_308666,8064
G04000123_308666,1512
G04000123_308666,8400
G04000123_308666,6384
G04000123_308666,5040
G04000123_308666,504
G04000123_308666,2016
G04000123_308666,3864
G04000123_308666,6888
G04000123_308666,5376
G04000123_308666,1176
G04000123_308666,336
G04000123_308666,1008
G04000123_308666,2688
G04000123_308666,0
G04000123_308666,7224
G04000123_308666,4368
G04000123_308666,3696
G04000123_308666,3192
G04000123_308666,7056
G04000123_308666,1680
G04000123_308666,1344
G04000123_308666,4200
G04000123_308666,5544
G04000123_308666,2184
G04000123_308666,5880
G04000123_308666,1848
G04000123_308666,8232
G04000123_308666,5208
G04000123_308666,168
G04000123_308666,3528
G04000123_308666,4032
G04000123_308666,6048
G04000123_308666,8568
G04000123_308666,7560
G04000123_308666,4704
G04000123_308666,7896
G04000123_308666,840
G04000123_308666,2520
G04000123_308666,3360
G04000123_308666,2856
G04000123_308666,6216
G04000123_308666,7728
G04000123_322426,168
G04000123_322426,2184
G04000123_322426,8400
G04000123_322426,7224
G04000123_322426,5208
G04000123_322426,8232
G04000123_322426,1680
G04000123_322426,1848
G04000123_322426,7560
G04000123_322426,6888
G04000123_322426,0
G04000123_322426,672
G04000123_322426,336
G04000123_322426,4368
G04000123_322426,6552
G04000123_322426,5376
G04000123_322426,4704
G04000123_322426,504
G04000123_322426,1512
G04000123_322426,6048
G04000123_322426,3024
G04000123_322426,1344
G04000123_322426,2520
G04000123_322426,7896
G04000123_322426,4200
G04000123_322426,1008
G04000123_322426,840
G04000123_322426,6720
G04000123_322426,4032
G04000123_322426,6384
G04000123_322426,8064
G04000123_322426,5712
G04000123_322426,3360
G04000123_322426,2016
G04000123_322426,1176
G04000123_322426,2352
G04000123_322426,2688
G04000123_322426,8568
G04000123_322426,2856
G04000123_322426,4872
G04000123_322426,7392
G04000123_322426,3528
G04000123_322426,7728
G04000123_322426,4536
G04000123_322426,3696
G04000123_322426,5544
G04000123_322426,5880
G04000123_322426,5040
G04000123_322426,3864
G04000123_322426,6216
G04000123_4745,8568
G04000123_4745,1344
G04000123_4745,3864
G04000123_4745,7056
G04000123_4745,840
G04000123_4745,6888
G04000123_4745,1680
G04000123_4745,168
G04000123_4745,7896
G04000123_4745,3696
G04000123_4745,8400
G04000123_4745,4368
G04000123_4745,4872
G04000123_4745,4536
G04000123_4745,2520
G04000123_4745,2352
G04000123_4745,2016
G04000123_4745,6384
G04000123_4745,4032
G04000123_4745,3360
G04000123_4745,3192
G04000123_4745,2184
G04000123_4745,2856
G04000123_4745,5544
G04000123_4745,7728
G04000123_4745,336
G04000123_4745,1512
G04000123_4745,7560
G04000123_4745,5712
G04000123_4745,6216
G04000123_4745,5376
G04000123_4745,6552
G04000123_4745,5880
G04000123_4745,8232
G04000123_4745,4200
G04000123_4745,672
G04000123_4745,1176
G04000123_4745,7224
G04000123_4745,2688
G04000123_4745,504
G04000123_4745,1848
G04000123_4745,3528
G04000123_4745,4704
G04000123_4745,7392
G04000123_4745,5040
G04000123_4745,3024
G04000123_4745,6048
G04000123_4745,0
G04000123_4745,1008
G04000123_4745,5208
G04000123_86970,7728
G04000123_86970,3696
G04000123_86970,3528
G04000123_86970,7392
G04000123_86970,7224
G04000123_86970,7560
G04000123_86970,8400
G04000123_86970,5376
G04000123_86970,4032
G04000123_86970,5208
G04000123_86970,1008
G04000123_86970,6888
G04000123_86970,3864
G04000123_86970,8232
G04000123_86970,4536
G04000123_86970,8064
G04000123_86970,5544
G04000123_86970,3192
G04000123_86970,6048
G04000123_86970,1512
G04000123_86970,840
G04000123_86970,168
G04000123_86970,6552
G04000123_86970,4200
G04000123_86970,1344
G04000123_86970,5712
G04000123_86970,3360
G04000123_86970,1176
G04000123_86970,2856
G04000123_86970,504
G04000123_86970,2184
G04000123_86970,2016
G04000123_86970,2688
G04000123_86970,7056
G04000123_86970,7896
G04000123_86970,4872
G04000123_86970,6216
G04000123_86970,6720
G04000123_86970,2352
G04000123_86970,336
G04000123_86970,3024
G04000123_86970,5040
G04000123_86970,6384
G04000123_86970,4704
G04000123_86970,4368
G04000123_86970,0
G04000123_86970,8568
G04000123_86970,672
G04000123_86970,5880
G04000123_86970,1848
G04000123_98682,3696
G04000123_98682,6720
G04000123_98682,1176
G04000123_98682,3192
G04000123_98682,4032
G04000123_98682,3024
G04000123_98682,4872
G04000123_98682,0
G04000123_98682,1344
G04000123_98682,1008
G04000123_98682,3360
G04000123_98682,4200
G04000123_98682,672
G04000123_98682,3864
G04000123_98682,8400
G04000123_98682,7896
G04000123_98682,7728
G04000123_98682,5880
G04000123_98682,2016
G04000123_98682,1512
G04000123_98682,8568
G04000123_98682,6888
G04000123_98682,4368
G04000123_98682,5376
G04000123_98682,504
G04000123_98682,3528
G04000123_98682,7392
G04000123_98682,1680
G04000123_98682,2184
G04000123_98682,5712
G04000123_98682,2520
G04000123_98682,8064
G04000123_98682,5208
G04000123_98682,4536
G04000123_98682,6552
G04000123_98682,7056
G04000123_98682,4704
G04000123_98682,5544
G04000123_98682,5040
G04000123_98682,1848
G04000123_98682,336
G04000123_98682,7560
G04000123_98682,2856
G04000123_98682,8232
G04000123_98682,6216
G04000123_98682,6048
G04000123_98682,7224
G04000123_98682,2352
G04000123_98682,840
G04000123_98682,168
G04000805_102537,840
G04000805_102537,3528
G04000805_102537,6888
G04000805_102537,1848
G04000805_102537,2016
G04000805_102537,6216
G04000805_102537,5376
G04000805_102537,8568
G04000805_102537,8232
G04000805_102537,1008
G04000805_102537,6384
G04000805_102537,5040
G04000805_102537,4032
G04000805_102537,8400
G04000805_102537,4536
G04000805_102537,3696
G04000805_102537,4872
G04000805_102537,7728
G04000805_102537,2688
G04000805_102537,1512
G04000805_102537,5712
G04000805_102537,672
G04000805_102537,3360
G04000805_102537,4200
G04000805_102537,2352
G04000805_102537,7392
G04000805_102537,4368
G04000805_102537,6048
G04000805_102537,336
G04000805_102537,7224
G04000805_102537,7056
G04000805_102537,0
G04000805_102537,3192
G04000805_102537,1680
G04000805_102537,2520
G04000805_102537,168
G04000805_102537,1176
G04000805_102537,7896
G04000805_102537,7560
G04000805_102537,3024
G04000805_102537,1344
G04000805_102537,5880
G04000805_102537,2856
G04000805_102537,2184
G04000805_102537,504
G04000805_102537,4704
G04000805_102537,6720
G04000805_102537,5208
G04000805_102537,8064
G04000805_102537,6552
G04000805_122313,1008
G04000805_122313,7224
G04000805_122313,2688
G04000805_122313,6720
G04000805_122313,1848
G04000805_122313,840
G04000805_122313,504
G04000805_122313,336
G04000805_122313,8568
G04000805_122313,5544
G04000805_122313,1344
G04000805_122313,2352
G04000805_122313,7560
G04000805_122313,2856
G04000805_122313,4200
G04000805_122313,3864
G04000805_122313,8064
G04000805_122313,4368
G04000805_122313,6552
G04000805_122313,672
G04000805_122313,6384
G04000805_122313,6048
G04000805_122313,7392
G04000805_122313,1680
G04000805_122313,168
G04000805_122313,2184
G04000805_122313,8232
G04000805_122313,4536
G04000805_122313,1176
G04000805_122313,5376
G04000805_122313,8400
G04000805_122313,2520
G04000805_122313,2016
G04000805_122313,3360
G04000805_122313,4872
G04000805_122313,4032
G04000805_122313,6888
G04000805_122313,5880
G04000805_122313,3528
G04000805_122313,3696
G04000805_122313,5040
G04000805_122313,5712
G04000805_122313,4704
G04000805_122313,1512
G04000805_122313,5208
G04000805_122313,7056
G04000805_122313,7896
G04000805_122313,6216
G04000805_122313,3192
G04000805_122313,7728
G04000805_157257,3192
G04000805_157257,4872
G04000805_157257,1176
G04000805_157257,2016
G04000805_157257,6048
G04000805_157257,7560
G04000805_157257,6384
G04000805_157257,5880
G04000805_157257,2184
G04000805_157257,2856
G04000805_157257,8064
G04000805_157257,1344
G04000805_157257,4368
G04000805_157257,6216
G04000805_157257,1008
G04000805_157257,2688
G04000805_157257,1848
G04000805_157257,3864
G04000805_157257,4704
G04000805_157257,1680
G04000805_157257,168
G04000805_157257,0
G04000805_157257,1512
G04000805_157257,8400
G04000805_157257,5376
G04000805_157257,5544
G04000805_157257,5040
G04000805_157257,3696
G04000805_157257,7896
G04000805_157257,7056
G04000805_157257,504
G04000805_157257,4536
G04000805_157257,7728
G04000805_157257,2352
G04000805_157257,3024
G04000805_157257,2520
G04000805_157257,672
G04000805_157257,336
G04000805_157257,8232
G04000805_157257,5208
G04000805_157257,6720
G04000805_157257,3360
G04000805_157257,4032
G04000805_157257,5712
G04000805_157257,7224
G04000805_157257,8568
G04000805_157257,840
G04000805_157257,6888
G04000805_157257,4200
G04000805_157257,7392
G04000805_188986,840
G04000805_188986,4032
G04000805_188986,3360
G04000805_188986,336
G04000805_188986,1344
G04000805_188986,168
G04000805_188986,7728
G04000805_188986,5040
G04000805_188986,3864
G04000805_188986,4200
G04000805_188986,2184
G04000805_188986,8400
G04000805_188986,2856
G04000805_188986,8568
G04000805_188986,6048
G04000805_188986,6384
G04000805_188986,6888
G04000805_188986,5544
G04000805_188986,5880
G04000805_188986,3528
G04000805_188986,1848
G04000805_188986,6552
G04000805_188986,4368
G04000805_188986,1176
G04000805_188986,504
G04000805_188986,2520
G04000805_188986,2016
G04000805_188986,1008
G04000805_188986,8232
G04000805_188986,5376
G04000805_188986,8064
G04000805_188986,7224
G04000805_188986,4536
G04000805_188986,3192
G04000805_188986,3696
G04000805_188986,4704
G04000805_188986,672
G04000805_188986,1680
G04000805_188986,5712
G04000805_188986,3024
G04000805_188986,7392
G04000805_188986,0
G04000805_188986,7056
G04000805_188986,7560
G04000805_188986,7896
G04000805_188986,2688
G04000805_188986,6720
G04000805_188986,4872
G04000805_188986,2352
G04000805_188986,1512
G04000805_207305,8568
G04000805_207305,6384
G04000805_207305,1176
G04000805_207305,2184
G04000805_207305,5544
G04000805_207305,4536
G04000805_207305,0
G04000805_207305,3528
G04000805_207305,5376
G04000805_207305,4872
G04000805_207305,5208
G04000805_207305,6048
G04000805_207305,2016
G04000805_207305,6216
G04000805_207305,168
G04000805_207305,2352
G04000805_207305,504
G04000805_207305,1680
G04000805_207305,1512
G04000805_207305,2520
G04000805_207305,3696
G04000805_207305,5040
G04000805_207305,5880
G04000805_207305,4032
G04000805_207305,8400
G04000805_207305,1848
G04000805_207305,2856
G04000805_207305,4200
G04000805_207305,672
G04000805_207305,7896
G04000805_207305,5712
G04000805_207305,4368
G04000805_207305,3360
G04000805_207305,3024
G04000805_207305,840
G04000805_207305,7392
G04000805_207305,3864
G04000805_207305,6888
G04000805_207305,4704
G04000805_207305,3192
G04000805_207305,336
G04000805_207305,7560
G04000805_207305,1008
G04000805_207305,6720
G04000805_207305,1344
G04000805_207305,8232
G04000805_207305,7056
G04000805_207305,7728
G04000805_207305,8064
G04000805_207305,7224
G04000805_222345,1344
G04000805_222345,5376
G04000805_222345,7056
G04000805_222345,3528
G04000805_222345,336
G04000805_222345,840
G04000805_222345,0
G04000805_222345,4200
G04000805_222345,7728
G04000805_222345,5208
G04000805_222345,3696
G04000805_222345,4536
G04000805_222345,1680
G04000805_222345,6888
G04000805_222345,3024
G04000805_222345,6048
G04000805_222345,2184
G04000805_222345,1848
G04000805_222345,7560
G04000805_222345,2016
G04000805_222345,5544
G04000805_222345,2856
G04000805_222345,1176
G04000805_222345,7392
G04000805_222345,6552
G04000805_222345,2520
G04000805_222345,1512
G04000805_222345,4704
G04000805_222345,6384
G04000805_222345,5712
G04000805_222345,504
G04000805_222345,4368
G04000805_222345,3192
G04000805_222345,8568
